"","name","year","nominations","rating","duration","Action","Adventure","Biography","Comedy","Crime","Drama","Musical","Western","Family","Film-Noir","History","Mystery","Romance","Sport","War","director_name","actor_2_name","gross","actor_1_name","actor_3_name","plot_keywords","language","country","budget","Fantasy","Sci.Fi","Thriller","Documentary","Horror","Animation"
"103","TRUCKER",2008,0,6.7,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"James Mottern","Joey Lauren Adams",52166,"Jimmy Bennett","Matthew Lawrence","cancer|cigarette smoking|hospital|one night stand|trucker","English","USA",2e+06,0,0,0,0,0,0
"104","ORPHAN",2009,0,7,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Jaume Collet-Serra","CCH Pounder",41573740,"Jimmy Bennett","Aryana Engineer","alcoholism|girl|little girl|orphan|troubled marriage","English","USA",39752620.4363876,0,0,1,0,1,0
"105","SHORTS",2009,0,4.9,89,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Robert Rodriguez","Leo Howard",20916309,"Jimmy Bennett","Jake Short","boy|family relationships|rock|twin|two headed person","English","USA",4e+07,1,0,0,0,0,0
"106","THE AVENGERS",2012,0,8.1,173,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joss Whedon","Robert Downey Jr.",623279547,"Chris Hemsworth","Scarlett Johansson","alien invasion|assassin|battle|iron man|soldier","English","USA",2.2e+08,0,1,0,0,0,0
"107","AMERICAN HUSTLE",2013,0,7.3,138,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"David O. Russell","Christian Bale",150117807,"Jennifer Lawrence","Bradley Cooper","based on true story|con artist|drunk wife|fbi investigation|scam","English","USA",4e+07,0,0,0,0,0,0
"109","THE HUNGER GAMES: MOCKINGJAY - PART 1",2014,0,6.7,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Francis Lawrence","Philip Seymour Hoffman",337103873,"Jennifer Lawrence","Josh Hutcherson","based on young adult novel|manipulation|rebellion|symbol|uprising","English","USA",1.25e+08,0,1,1,0,0,0
"110","INCEPTION",2010,0,8.8,148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Christopher Nolan","Tom Hardy",292568851,"Leonardo DiCaprio","Joseph Gordon-Levitt","ambiguous ending|corporate espionage|dream|subconscious|thief","English","USA",1.6e+08,0,1,1,0,0,0
"111","DARK SHADOWS",2012,0,6.2,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Tim Burton","Chlo? Grace Moretz",79711678,"Johnny Depp","Christopher Lee","camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup","English","USA",1e+08,1,0,0,0,1,0
"113","ALICE IN WONDERLAND",2010,0,6.5,108,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Tim Burton","Alan Rickman",334185206,"Johnny Depp","Anne Hathaway","alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion","English","USA",2e+08,1,0,0,0,0,0
"115","THE OTHER BOLEYN GIRL",2008,0,6.7,115,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,"Justin Chadwick","Scarlett Johansson",26814957,"Natalie Portman","Benedict Cumberbatch","children|court|king|king henry viii|love","English","UK",3.5e+07,0,0,0,0,0,0
"116","THE GRACE CARD",2010,0,6.4,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"David G. Evans","Chris Thomas",2428241,"Michael Joiner","Michael Higgenbottom","christian film|forgiveness|hospital|pastor|police","English","USA",2e+05,0,0,0,0,0,0
"118","PATCH ADAMS",1998,0,6.7,115,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,"Tom Shadyac","Philip Seymour Hoffman",135014968,"Robin Williams","Monica Potter","doctor|hospital|mental institution|nurse|student","English","USA",5e+07,0,0,0,0,0,0
"119","THE BIG WEDDING",2013,0,5.6,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Justin Zackham","Robert De Niro",21784432,"Robin Williams","Topher Grace","adoption|divorce|family relationships|farce|wedding","English","USA",3.5e+07,0,0,0,0,0,0
"120","OZ THE GREAT AND POWERFUL",2013,0,6.4,130,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Sam Raimi","Mila Kunis",234903076,"Tim Holmes","James Franco","circus|magic|magician|oz|witch","English","USA",2.15e+08,1,0,0,0,0,0
"121","SNOW WHITE AND THE HUNTSMAN",2012,0,6.1,132,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rupert Sanders","Kristen Stewart",155111815,"Chris Hemsworth","Sam Claflin","evil queen|fairy tale|magic|queen|snow white","English","USA",1.7e+08,1,0,0,0,0,0
"122","SILVER LININGS PLAYBOOK",2012,0,7.8,122,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"David O. Russell","Robert De Niro",132088910,"Jennifer Lawrence","Bradley Cooper","adulterous wife|bipolar disorder|obsessive compulsive personality disorder|unhappy marriage|widow","English","USA",2.1e+07,0,0,0,0,0,0
"123","WHAT JUST HAPPENED",2008,0,5.7,104,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Barry Levinson","Robin Wright",1089365,"Robert De Niro","Kristen Stewart","actor|agent|beard|cannes|hollywood","English","USA",2.5e+07,0,0,0,0,0,0
"124","HAPPY FEET",2006,0,6.5,108,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,"George Miller","Hugh Jackman",197992827,"Robin Williams","Elizabeth Daily","dance|emperor penguin|friend|penguin|song","English","USA",1e+08,0,0,0,0,0,1
"125","WHAT'S EATING GILBERT GRAPE",1993,0,7.8,118,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Lasse Hallstr?m","Leonardo DiCaprio",9170214,"Johnny Depp","Kevin Tighe","apostrophe in title|face slap|four word title|grocery store|police","English","USA",1.1e+07,0,0,0,0,0,0
"127","PUBLIC ENEMIES",2009,0,7,140,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,"Michael Mann","Christian Bale",97030725,"Johnny Depp","Stephen Graham","1930s|bank|celebrity criminal|fbi|public enemy number one","English","USA",1e+08,0,0,0,0,0,0
"128","HOOK",1991,0,6.7,142,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Steven Spielberg","Julia Roberts",119654900,"Robin Williams","Bob Hoskins","1990s|caught in a net|children|duel|hero","English","USA",7e+07,1,0,0,0,0,0
"129","THE TWILIGHT SAGA: NEW MOON",2009,0,4.6,130,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"Chris Weitz","Kristen Stewart",296623634,"Robert Pattinson","Taylor Lautner","forks washington|protecting a woman|title same as book|vampire|werewolf","English","USA",5e+07,1,0,0,0,0,0
"130","THE PRESTIGE",2006,0,8.5,130,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Christopher Nolan","Hugh Jackman",53082743,"Christian Bale","Scarlett Johansson","illusion|magician|obsession|rivalry|secret","English","USA",4e+07,0,1,1,0,0,0
"132","GOOD WILL HUNTING",1997,0,8.3,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Gus Van Sant","Matt Damon",138339411,"Robin Williams","Minnie Driver","friend|genius|janitor|loss of wife|professor","English","USA",1e+07,0,0,0,0,0,0
"133","MARVIN'S ROOM",1996,0,6.7,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jerry Zaks","Robert De Niro",12782508,"Leonardo DiCaprio","Meryl Streep","house|leukemia|mental institution|nursing home|transplant","English","USA",2.3e+07,0,0,0,0,0,0
"134","SHARK TALE",2004,0,6,90,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Bibo Bergeron","Martin Scorsese",160762022,"Robert De Niro","Angelina Jolie Pitt","anchor|fish|mobster|shark|vegetarian","English","USA",7.5e+07,0,0,0,0,0,1
"135","INTO THE WOODS",2014,0,6,125,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,"Rob Marshall","Meryl Streep",127997349,"Johnny Depp","Anna Kendrick","based on stage musical|cinderella|little red riding hood|singing|witch","English","USA",5e+07,1,0,0,0,0,0
"136","HAPPY FEET 2",2011,0,5.9,100,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"George Miller","Brad Pitt",63992328,"Robin Williams","Common","3d|antarctica|krill|penguin|sequel","English","Australia",1.35e+08,0,0,0,0,0,1
"137","COLD MOUNTAIN",2003,0,7.2,154,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,"Anthony Minghella","Natalie Portman",95632614,"Philip Seymour Hoffman","Charlie Hunnam","civil war|mountain|soldier|well|wounded soldier","English","USA",7.9e+07,0,0,0,0,0,0
"138","CORPSE BRIDE",2005,0,7.4,77,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,"Tim Burton","Christopher Lee",53337608,"Johnny Depp","Joanna Lumley","arranged marriage|bride|corpse|groom|woods","English","USA",4e+07,1,0,0,0,0,1
"139","CHARLIE WILSON'S WAR",2007,0,7.1,102,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"Mike Nichols","Tom Hanks",66636385,"Philip Seymour Hoffman","Jud Tylor","afghanistan|arms dealer|based on true story|cia|texas","English","USA",7.5e+07,0,0,0,0,0,0
"140","THOR",2011,0,7,115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenneth Branagh","Natalie Portman",181015141,"Chris Hemsworth","Anthony Hopkins","battle|marvel cinematic universe|scientist|thor|throne","English","USA",1.5e+08,1,0,0,0,0,0
"141","THOR: THE DARK WORLD",2013,0,7.1,112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alan Taylor","Natalie Portman",206360018,"Chris Hemsworth","Anthony Hopkins","arrest|portal|thor|warrior|weapon","English","USA",1.7e+08,1,0,0,0,0,0
"142","BATMAN BEGINS",2005,0,8.3,128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Christopher Nolan","Liam Neeson",205343774,"Christian Bale","Morgan Freeman","armored car|gangster|gotham|mixed martial arts|social decay","English","USA",1.5e+08,0,0,0,0,0,0
"143","THE TWILIGHT SAGA: BREAKING DAWN - PART 2",2012,0,5.5,115,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"Bill Condon","Kristen Stewart",292298923,"Robert Pattinson","Taylor Lautner","battle|friend|super strength|vampire|vision","English","USA",1.2e+08,1,0,0,0,0,0
"144","FINDING NEVERLAND",2004,0,7.8,101,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Marc Forster","Kate Winslet",51676606,"Johnny Depp","Kelly Macdonald","boy|inspiration|reference to peter pan|stage play|widow","English","USA",2.5e+07,0,0,0,0,0,0
"145","HARRY POTTER AND THE HALF-BLOOD PRINCE",2009,0,7.5,153,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,"David Yates","Daniel Radcliffe",301956980,"Alan Rickman","Rupert Grint","blood|book|love|potion|professor","English","UK",2.5e+08,1,0,0,0,0,0
"146","ASSASSINS",1995,0,6.3,132,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Richard Donner","Sylvester Stallone",30306268,"Muse Watson","Kelly Rowan","assassin|floppy disk|modem|rival|russian","English","France",5e+07,0,0,1,0,0,0
"147","THE EXPENDABLES 2",2012,0,6.7,103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Simon West","Sylvester Stallone",85017401,"Jason Statham","Bruce Willis","church|hostage|mine|plutonium|revenge","English","USA",9.2e+07,0,0,1,0,0,0
"148","CHARLIE AND THE CHOCOLATE FACTORY",2005,0,6.7,115,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Tim Burton","Christopher Lee",206456431,"Johnny Depp","David Kelly","chocolate|diminution|miniaturization|physical flexability|ticket","English","USA",1.5e+08,1,0,0,0,0,0
"149","THE DARK KNIGHT",2008,0,9,152,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Christopher Nolan","Heath Ledger",533316061,"Christian Bale","Morgan Freeman","based on comic book|dc comics|psychopath|star died before release|urban setting","English","USA",1.85e+08,0,0,1,0,0,0
"150","CRAZY, STUPID, LOVE.",2011,0,7.4,118,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Glenn Ficarra","Emma Stone",84244877,"Ryan Gosling","Steve Carell","bar|divorce|friend|girl|male objectification","English","USA",5e+07,0,0,0,0,0,0
"153","THE IDES OF MARCH",2011,0,7.1,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"George Clooney","Philip Seymour Hoffman",40962534,"Ryan Gosling","Jennifer Ehle","governor|intern|manager|ohio|politics","English","USA",12500000,0,0,0,0,0,0
"154","ED WOOD",1994,0,7.9,127,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Tim Burton","Bill Murray",5887457,"Johnny Depp","Martin Landau","1950s|director|friend|friendship|transvestism","English","USA",1.8e+07,0,0,0,0,0,0
"155","DONNIE BRASCO",1997,0,7.8,147,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"Mike Newell","Al Pacino",41954997,"Johnny Depp","Anne Heche","fbi|mafia|money|racial slur|singer","English","USA",3.5e+07,0,0,0,0,0,0
"156","NIGHT AT THE MUSEUM",2006,0,6.4,108,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Shawn Levy","Rami Malek",250863268,"Robin Williams","Steve Coogan","chaos|museum|museum of natural history|night watchman|watchman","English","USA",1.1e+08,1,0,0,0,0,0
"157","FAST FIVE",2011,0,7.3,132,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Justin Lin","Vin Diesel",209805005,"Paul Walker","Dwayne Johnson","drug lord|drugs|federal agent|heist|police","English","USA",1.25e+08,0,0,1,0,0,0
"158","BICENTENNIAL MAN",1999,0,6.8,132,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Chris Columbus","Oliver Platt",58220776,"Robin Williams","John Michael Higgins","23rd century|android|artificial intelligence|dual role|robot","English","USA",1e+08,0,1,0,0,0,0
"159","THE TOURIST",2010,0,6,103,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Florian Henckel von Donnersmarck","Angelina Jolie Pitt",67631157,"Johnny Depp","Rufus Sewell","police surveillance|surveillance van|tailing a suspect|tourist|venice italy","English","USA",1e+08,0,0,1,0,0,0
"160","REMEMBER THE TITANS",2000,0,7.8,120,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,"Boaz Yakin","Denzel Washington",115648585,"Ryan Gosling","Ethan Suplee","american football|based on true story|head coach|high school|school","English","USA",3e+07,0,0,0,0,0,0
"161","CERTIFIABLY JONATHAN",2007,0,6.2,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"James David Pasternak","Sarah Silverman",7826,"Robin Williams","Jonathan Winters","las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide","English","USA",1200000,0,0,0,1,0,0
"162","PIRATES OF THE CARIBBEAN: ON STRANGER TIDES",2011,0,6.7,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rob Marshall","Sam Claflin",241063875,"Johnny Depp","Stephen Graham","blackbeard|captain|pirate|revenge|soldier","English","USA",2.5e+08,1,0,0,0,0,0
"163","500 DAYS OF SUMMER",2009,0,7.7,95,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Marc Webb","Chlo? Grace Moretz",32391374,"Joseph Gordon-Levitt","Zooey Deschanel","friend|greeting card|office|summer|true love","English","USA",7500000,0,0,0,0,0,0
"164","NIGHT AT THE MUSEUM: BATTLE OF THE SMITHSONIAN",2009,0,5.9,105,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Shawn Levy","Rami Malek",177243721,"Robin Williams","Steve Coogan","hdtv|motorcycle|museum|security guard|tyrannosaurus rex","English","USA",1.5e+08,1,0,0,0,0,0
"165","TRANSCENDENCE",2014,0,6.3,119,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"Wally Pfister","Morgan Freeman",23014504,"Johnny Depp","Clifton Collins Jr.","artificial intelligence|consciousness|power outage|scientist|technology","English","UK",1e+08,0,1,1,0,0,0
"166","REVOLUTIONARY ROAD",2008,0,7.3,119,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Sam Mendes","Kate Winslet",22877808,"Leonardo DiCaprio","Joe Komara","based on novel|children|connecticut|suburb|work","English","USA",3.5e+07,0,0,0,0,0,0
"167","NIGHT AT THE MUSEUM: SECRET OF THE TOMB",2014,0,6.2,98,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Shawn Levy","Rami Malek",113733726,"Robin Williams","Steve Coogan","museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet","English","USA",1.27e+08,1,0,0,0,0,0
"168","HARRY POTTER AND THE GOBLET OF FIRE",2005,0,7.6,157,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,"Mike Newell","Daniel Radcliffe",289994397,"Robert Pattinson","Rupert Grint","fire|goblet|magic|tournament|wizard","English","UK",1.5e+08,1,0,0,0,0,0
"169","OLD DOGS",2009,0,5.4,88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Walt Becker","Bernie Mac",49474048,"Robin Williams","Ann-Margret","best friend|business deal|impulse|public relations|twin","English","USA",3.5e+07,0,0,0,0,0,0
"170","MONEYBALL",2011,0,7.6,133,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,"Bennett Miller","Robin Wright",75605492,"Philip Seymour Hoffman","Brad Pitt","baseball|meeting|statistics|strategy|voice over","English","USA",5e+07,0,0,0,0,0,0
"171","REIGN OF FIRE",2002,0,6.2,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rob Bowman","Gerard Butler",43060566,"Christian Bale","Matthew McConaughey","castle|dragon|fire breathing dragon|militia|survival","English","USA",6e+07,1,1,1,0,0,0
"172","ALADDIN",1992,0,8,90,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,"Ron Clements","Frank Welker",217350219,"Robin Williams","Scott Weinger","arab|genie|magic|princess|reference to a thousand and one nights","English","USA",2.8e+07,1,0,0,0,0,1
"173","DEATH TO SMOOCHY",2002,0,6.4,109,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Danny DeVito","Vincent Schiavelli",8355815,"Robin Williams","Danny Woodburn","children|children's tv show|money|revenge|scandal","English","UK",5.5e+07,0,0,1,0,0,0
"174","THE ASTRONAUT'S WIFE",1999,0,5.3,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rand Ravich","Charlize Theron",10654581,"Johnny Depp","Clea DuVall","astronaut|electrocuted in bathtub|mission|pilot|sister","English","USA",3.4e+07,0,1,1,0,0,0
"175","THE EXPENDABLES 3",2014,0,6.1,131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patrick Hughes","Sylvester Stallone",39292022,"Jason Statham","Harrison Ford","battle|fight|mission|pg 13 sequel to r rated franchise|rescue","English","USA",9e+07,0,0,1,0,0,0
"176","MAN OF THE YEAR",2006,0,6.2,115,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Barry Levinson","Tina Fey",37442180,"Robin Williams","Amy Poehler","campaign|election|president|presidential election|satire","English","USA",2e+07,0,0,1,0,0,0
"177","LICENSE TO WED",2007,0,5.3,91,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Ken Kwapis","Christine Taylor",43792641,"Robin Williams","Mindy Kaling","box office flop|church|kissing|usa|wedding","English","USA",3.5e+07,0,0,0,0,0,0
"178","THE TWILIGHT SAGA: ECLIPSE",2010,0,4.9,124,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"David Slade","Kristen Stewart",300523113,"Robert Pattinson","Anna Kendrick","friendship|graduation|revenge|vampire|werewolf","English","USA",6.8e+07,1,0,0,0,0,0
"179","MRS. DOUBTFIRE",1993,0,6.9,125,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,"Chris Columbus","Mara Wilson",219200000,"Robin Williams","Matthew Lawrence","actor|based on novel|fancy restaurant|male actor playing a female character|party","English","USA",2.5e+07,0,0,0,0,0,0
"180","ONE HOUR PHOTO",2002,0,6.8,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Mark Romanek","Gary Cole",31597131,"Robin Williams","Connie Nielsen","insanity|photo lab|photo shop|photography|voyeur","English","USA",1.2e+07,0,0,1,0,0,0
"181","DON JUAN DEMARCO",1994,0,6.8,97,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Jeremy Leven","Marlon Brando",22200000,"Johnny Depp","Faye Dunaway","don juan|mental institution|patient|psychiatrist|retirement","English","USA",2.5e+07,0,0,0,0,0,0
"182","THE POKER HOUSE",2008,0,6.5,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Lori Petty","Chlo? Grace Moretz",48468407.5268093,"Jennifer Lawrence","Bokeem Woodbine","basketball|drug abuse|interracial rape|iowa|tween girl","English","USA",39752620.4363876,0,0,0,0,0,0
"183","JAKOB THE LIAR",1999,0,6.5,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Peter Kassovitz","Mark Margolis",4956401,"Robin Williams","Michael Jeter","german|ghetto|hope|nazi|radio","English","France",1.5e+07,0,0,0,0,0,0
"184","DEAD POETS SOCIETY",1989,0,8,128,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Peter Weir","Josh Charles",95860116,"Robin Williams","Kurtwood Smith","education|english teacher|poet|professor|student","English","USA",16400000,0,0,0,0,0,0
"185","HOUSE OF D",2004,0,7,96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"David Duchovny","Mark Margolis",371081,"Robin Williams","Frank Langella","artist|butchery|catholic|catholic school|friend","English","USA",6e+06,0,0,0,0,0,0
"186","THE WORDS",2012,0,7.1,102,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"Brian Klugman","Bradley Cooper",11434867,"J.K. Simmons","Olivia Wilde","american in paris|book|love|novel|writer","English","USA",6e+06,0,0,1,0,0,0
"187","X-MEN: FIRST CLASS",2011,0,7.8,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matthew Vaughn","Michael Fassbender",146405371,"Jennifer Lawrence","Oliver Platt","cia|cia agent|mutant|nuclear war|professor","English","USA",1.6e+08,0,1,0,0,0,0
"188","RENDITION",2007,0,6.8,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Gavin Hood","Jake Gyllenhaal",9664316,"J.K. Simmons","Meryl Streep","american|bare chested male bondage|cia|detention|interrogation","English","USA",27500000,0,0,1,0,0,0
"189","AUGUST RUSH",2007,0,7.5,114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Kirsten Sheridan","Aaron Staton",31655091,"Robin Williams","Marian Seldes","baby|cellist|genius|prodigy|rhapsody","English","USA",3e+07,0,0,0,0,0,0
"190","THE NIGHT LISTENER",2006,0,5.9,81,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Patrick Stettner","Joe Morton",7825820,"Robin Williams","Rory Culkin","boy|radio show|social worker|telephone|wisconsin","English","USA",4e+06,0,0,1,0,0,0
"191","WORLD'S GREATEST DAD",2009,0,6.9,99,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Bobcat Goldthwait","Daryl Sabara",221210,"Robin Williams","Henry Simmons","black comedy|fictional talk show|high school teacher|phony suicide note|teacher","English","USA",39752620.4363876,0,0,0,0,0,0
"192","HARSH TIMES",2005,0,7,116,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"David Ayer","Christian Bale",3335839,"J.K. Simmons","Noel Gugliemi","blood splatter|friend|lapd|mexican|violence","English","USA",2e+06,0,0,1,0,0,0
"193","I KNOW WHAT YOU DID LAST SUMMER",1997,0,5.6,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Jim Gillespie","Sarah Michelle Gellar",72219395,"Muse Watson","Anne Heche","beach|corpse|fourth of july|overalls|revenge","English","USA",1.7e+07,0,0,1,0,1,0
"194","GOOD MORNING, VIETNAM",1987,0,7.3,121,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Barry Levinson","J.T. Walsh",123922370,"Robin Williams","Bruno Kirby","disc jockey|friendship|radio|vietnam|vietnamese","English","USA",1.3e+07,0,0,0,0,0,0
"195","FLUBBER",1997,0,5.2,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Les Mayfield","Jodi Benson",92969824,"Robin Williams","Sam Lloyd","college|flubber|flying rubber|professor|wedding","English","USA",8e+07,0,1,0,0,0,0
"196","THE HUNGER GAMES",2012,0,7.3,142,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Gary Ross","Josh Hutcherson",407999255,"Jennifer Lawrence","Anthony Reynolds","fight to the death|game|massacre|self survival|suicide attempt","English","USA",7.8e+07,0,1,1,0,0,0
"198","I STILL KNOW WHAT YOU DID LAST SUMMER",1998,0,4.6,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Danny Cannon","Mekhi Phifer",39989008,"Muse Watson","Bill Cobbs","bahamas|fisherman|hook|island|roommate","English","USA",2.4e+07,0,0,0,0,1,0
"199","BLENDED",2014,0,6.5,117,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Frank Coraci","Adam Sandler",46280507,"Bella Thorne","Joel McHale","blind date|children|date|daughter|son","English","USA",4e+07,0,0,0,0,0,0
"201","WHAT DREAMS MAY COME",1998,0,7,113,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Vincent Ward","Annabella Sciorra",55350897,"Robin Williams","Rosalind Chao","heaven|hell|soul|soul mate|suicide","English","USA",8.5e+07,1,0,0,0,0,0
"202","KILLER ELITE",2011,0,6.5,116,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Gary McKendry","Robert De Niro",25093607,"Jason Statham","Ben Mendelsohn","australia|death|mentor|revenge|secret society","English","UK",3.5e+07,0,0,1,0,0,0
"203","SIN CITY: A DAME TO KILL FOR",2014,0,6.5,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Frank Miller","Bruce Willis",13750556,"Joseph Gordon-Levitt","Eva Green","box office flop|female frontal nudity|female rear nudity|jackpot|rescue","English","USA",6.5e+07,0,0,1,0,0,0
"204","THE HUNGER GAMES: CATCHING FIRE",2013,0,7.6,146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Francis Lawrence","Josh Hutcherson",424645577,"Jennifer Lawrence","Sandra Ellis Lafferty","president|snow|television|tour|uprising","English","USA",1.3e+08,0,1,1,0,0,0
"205","A CHRISTMAS CAROL",2009,0,6.8,96,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Robert Zemeckis","Colin Firth",137850096,"Robin Wright","Gary Oldman","charles dickens|christmas|christmas eve|ghost|scrooge","English","USA",2e+08,1,0,0,0,0,1
"206","IRON MAN 2",2010,0,7,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jon Favreau","Scarlett Johansson",312057433,"Robert Downey Jr.","Jon Favreau","hammer|military|monaco|revenge|tony stark","English","USA",2e+08,0,1,0,0,0,0
